11/24/14,1000,3/28/05,21490
11/24/14,1000,3/29/05,72477
11/24/14,1000,3/30/05,-77787
11/24/14,1000,3/31/05,-23759
11/24/14,1000,4/1/05,6929
11/24/14,1000,4/2/05,-27314
11/24/14,1000,4/3/05,20224
11/24/14,1000,4/4/05,-82723
11/24/14,1000,4/5/05,-44816
11/24/14,1000,4/6/05,13200
11/24/14,1000,4/7/05,56708
11/24/14,1000,4/8/05,65989
11/24/14,1000,4/9/05,-42128
11/24/14,1000,4/10/05,95910
11/24/14,1000,4/11/05,-28562
11/24/14,1000,4/12/05,-8412
11/24/14,1000,4/13/05,-33712
11/24/14,1000,4/14/05,-29662
11/24/14,1000,4/15/05,55850
11/24/14,1000,4/16/05,-74863
11/24/14,1000,4/17/05,73605
11/24/14,1000,4/18/05,-90500
11/24/14,1000,4/19/05,-66860
11/24/14,1000,4/20/05,6512
11/24/14,1000,4/21/05,-21190
11/24/14,1000,4/22/05,-39961
11/24/14,1000,4/23/05,-56452
11/24/14,1000,4/24/05,91606
11/24/14,1000,4/25/05,38908
11/24/14,1000,4/26/05,-94268
11/24/14,1000,4/27/05,41211
11/24/14,1000,4/28/05,-8053
11/24/14,1000,4/29/05,-8356
11/24/14,1000,4/30/05,-142
11/24/14,1000,5/1/05,29540
11/24/14,1000,5/2/05,-856
11/24/14,1000,5/3/05,-78882
11/24/14,1000,5/4/05,-36227
11/24/14,1000,5/5/05,-3390
11/24/14,1000,5/6/05,90077
11/24/14,1000,5/7/05,8381
11/24/14,1000,5/8/05,-83169
11/24/14,1000,5/9/05,34899
11/24/14,1000,5/10/05,64778
11/24/14,1000,5/11/05,-89446
11/24/14,1000,5/12/05,41749
11/24/14,1000,5/13/05,-70804
11/24/14,1000,5/14/05,22995
11/24/14,1000,5/15/05,-25352
11/24/14,1000,5/16/05,99280
11/24/14,1000,5/17/05,27339
11/24/14,1000,5/18/05,-54922
11/24/14,1000,5/19/05,45228
11/24/14,1000,5/20/05,21904
11/24/14,1000,5/21/05,40516
11/24/14,1000,5/22/05,58001
11/24/14,1000,5/23/05,93197
11/24/14,1000,5/24/05,-76877
11/24/14,1000,5/25/05,-15044
11/24/14,1000,5/26/05,-71934
11/24/14,1000,5/27/05,-69655
11/24/14,1000,5/28/05,-26502
11/24/14,1000,5/29/05,70399
11/24/14,1000,5/30/05,39891
11/24/14,1000,5/31/05,-9758
11/24/14,1000,6/1/05,-3755
11/24/14,1000,6/2/05,79498
11/24/14,1000,6/3/05,59423
11/24/14,1000,6/4/05,92255
11/24/14,1000,6/5/05,-26538
11/24/14,1000,6/6/05,-83314
11/24/14,1000,6/7/05,-85084
11/24/14,1000,6/8/05,-15034
11/24/14,1000,6/9/05,-80709
11/24/14,1000,6/10/05,-1624
11/24/14,1000,6/11/05,96521
11/24/14,1000,6/12/05,41816
11/24/14,1000,6/13/05,-51771
11/24/14,1000,6/14/05,3539
11/24/14,1000,6/15/05,59806
11/24/14,1000,6/16/05,6383
11/24/14,1000,6/17/05,-68738
11/24/14,1000,6/18/05,-96469
11/24/14,1000,6/19/05,-107
11/24/14,1000,6/20/05,77937
11/24/14,1000,6/21/05,-16362
11/24/14,1000,6/22/05,-72687
11/24/14,1000,6/23/05,2374
11/24/14,1000,6/24/05,66513
11/24/14,1000,6/25/05,57376
11/24/14,1000,6/26/05,-88172
11/24/14,1000,6/27/05,10443
11/24/14,1000,6/28/05,-99677
11/24/14,1000,6/29/05,79995
11/24/14,1000,6/30/05,-74018
11/24/14,1000,7/1/05,64050
11/24/14,1000,7/2/05,66154
11/24/14,1000,7/3/05,-26879
11/24/14,1000,7/4/05,-90020
11/24/14,1000,7/5/05,96743
11/24/14,1000,7/6/05,-40637
11/24/14,1000,7/7/05,-61029
11/24/14,1000,7/8/05,80502
11/24/14,1000,7/9/05,-86597
11/24/14,1000,7/10/05,38931
11/24/14,1000,7/11/05,-40876
11/24/14,1000,7/12/05,78266
11/24/14,1000,7/13/05,49157
11/24/14,1000,7/14/05,91440
11/24/14,1000,7/15/05,-93178
11/24/14,1000,7/16/05,-80807
11/24/14,1000,7/17/05,-96469
11/24/14,1000,7/18/05,-30923
11/24/14,1000,7/19/05,69500
11/24/14,1000,7/20/05,66834
11/24/14,1000,7/21/05,-89053
11/24/14,1000,7/22/05,87170
11/24/14,1000,7/23/05,60982
11/24/14,1000,7/24/05,-79440
11/24/14,1000,7/25/05,-40450
11/24/14,1000,7/26/05,84769
11/24/14,1000,7/27/05,-31175
11/24/14,1000,7/28/05,-7940
11/24/14,1000,7/29/05,57752
11/24/14,1000,7/30/05,-10695
11/24/14,1000,7/31/05,34158
11/24/14,1000,8/1/05,-3015
11/24/14,1000,8/2/05,69294
11/24/14,1000,8/3/05,31487
11/24/14,1000,8/4/05,-34976
11/24/14,1000,8/5/05,64387
11/24/14,1000,8/6/05,-89214
11/24/14,1000,8/7/05,-52662
11/24/14,1000,8/8/05,-13503
11/24/14,1000,8/9/05,91069
11/24/14,1000,8/10/05,76518
11/24/14,1000,8/11/05,90363
11/24/14,1000,8/12/05,163
11/24/14,1000,8/13/05,94572
11/24/14,1000,8/14/05,94135
11/24/14,1000,8/15/05,34604
11/24/14,1000,8/16/05,43879
11/24/14,1000,8/17/05,-33407
11/24/14,1000,8/18/05,93754
11/24/14,1000,8/19/05,79243
11/24/14,1000,8/20/05,46895
11/24/14,1000,8/21/05,-74023
11/24/14,1000,8/22/05,-91937
11/24/14,1000,8/23/05,-7634
11/24/14,1000,8/24/05,-27424
11/24/14,1000,8/25/05,-59123
11/24/14,1000,8/26/05,66185
11/24/14,1000,8/27/05,47682
11/24/14,1000,8/28/05,-78447
11/24/14,1000,8/29/05,-38272
11/24/14,1000,8/30/05,79089
11/24/14,1000,8/31/05,3067
11/24/14,1000,9/1/05,77272
11/24/14,1000,9/2/05,93849
11/24/14,1000,9/3/05,87295
11/24/14,1000,9/4/05,40061
11/24/14,1000,9/5/05,91019
11/24/14,1000,9/6/05,-12500
11/24/14,1000,9/7/05,47254
11/24/14,1000,9/8/05,-69692
11/24/14,1000,9/9/05,32712
11/24/14,1000,9/10/05,48359
11/24/14,1000,9/11/05,-4656
11/24/14,1000,9/12/05,-7844
11/24/14,1000,9/13/05,-37748
11/24/14,1000,9/14/05,72546
11/24/14,1000,9/15/05,5569
11/24/14,1000,9/16/05,18327
11/24/14,1000,9/17/05,-42154
11/24/14,1000,9/18/05,-88134
11/24/14,1000,9/19/05,92899
11/24/14,1000,9/20/05,-3790
11/24/14,1000,9/21/05,3500
11/24/14,1000,9/22/05,-60391
11/24/14,1000,9/23/05,-40364
11/24/14,1000,9/24/05,18230
11/24/14,1000,9/25/05,61072
11/24/14,1000,9/26/05,-93250
11/24/14,1000,9/27/05,-7527
11/24/14,1000,9/28/05,5837
11/24/14,1000,9/29/05,83886
11/24/14,1000,9/30/05,-5370
11/24/14,1000,10/1/05,-57011
11/24/14,1000,10/2/05,51989
11/24/14,1000,10/3/05,-15465
11/24/14,1000,10/4/05,-7462
11/24/14,1000,10/5/05,-23688
11/24/14,1000,10/6/05,96240
11/24/14,1000,10/7/05,5992
11/24/14,1000,10/8/05,15096
11/24/14,1000,10/9/05,-34395
11/24/14,1000,10/10/05,12473
11/24/14,1000,10/11/05,76340
11/24/14,1000,10/12/05,-40144
11/24/14,1000,10/13/05,-20133
11/24/14,1000,10/14/05,-63353
11/24/14,1000,10/15/05,-58256
11/24/14,1000,10/16/05,32027
11/24/14,1000,10/17/05,-99673
11/24/14,1000,10/18/05,74270
11/24/14,1000,10/19/05,98031
11/24/14,1000,10/20/05,25631
11/24/14,1000,10/21/05,-34630
11/24/14,1000,10/22/05,71235
11/24/14,1000,10/23/05,-76004
11/24/14,1000,10/24/05,84132
11/24/14,1000,10/25/05,-47437
11/24/14,1000,10/26/05,70261
11/24/14,1000,10/27/05,-79586
11/24/14,1000,10/28/05,42660
11/24/14,1000,10/29/05,28650
11/24/14,1000,10/30/05,76461
11/24/14,1000,10/31/05,41333
11/24/14,1000,11/1/05,82045
11/24/14,1000,11/2/05,39249
11/24/14,1000,11/3/05,5455
11/24/14,1000,11/4/05,-93503
11/24/14,1000,11/5/05,-57055
11/24/14,1000,11/6/05,44606
11/24/14,1000,11/7/05,-73098
11/24/14,1000,11/8/05,-31968
11/24/14,1000,11/9/05,-71804
11/24/14,1000,11/10/05,39823
11/24/14,1000,11/11/05,-72002
11/24/14,1000,11/12/05,30099
11/24/14,1000,11/13/05,1737
11/24/14,1000,11/14/05,-88892
11/24/14,1000,11/15/05,-68219
11/24/14,1000,11/16/05,-94743
11/24/14,1000,11/17/05,46890
11/24/14,1000,11/18/05,50878
11/24/14,1000,11/19/05,-73543
11/24/14,1000,11/20/05,31748
11/24/14,1000,11/21/05,84599
11/24/14,1000,11/22/05,66998
11/24/14,1000,11/23/05,87462
11/24/14,1000,11/24/05,72253
11/24/14,1000,11/25/05,33657
11/24/14,1000,11/26/05,8366
11/24/14,1000,11/27/05,77504
11/24/14,1000,11/28/05,-98327
11/24/14,1000,11/29/05,968
11/24/14,1000,11/30/05,34382
11/24/14,1000,12/1/05,-7255
11/24/14,1000,12/2/05,62727
11/24/14,1000,12/3/05,61065
11/24/14,1000,12/4/05,63127
11/24/14,1000,12/5/05,56192
11/24/14,1000,12/6/05,12713
11/24/14,1000,12/7/05,29715
11/24/14,1000,12/8/05,-63964
11/24/14,1000,12/9/05,-10138
11/24/14,1000,12/10/05,17374
11/24/14,1000,12/11/05,89114
11/24/14,1000,12/12/05,-14694
11/24/14,1000,12/13/05,-68394
11/24/14,1000,12/14/05,-85890
11/24/14,1000,12/15/05,56618
11/24/14,1000,12/16/05,-91749
11/24/14,1000,12/17/05,-33046
11/24/14,1000,12/18/05,53843
11/24/14,1000,12/19/05,95063
11/24/14,1000,12/20/05,-14814
11/24/14,1000,12/21/05,51998
11/24/14,1000,12/22/05,34612
11/24/14,1000,12/23/05,89495
11/24/14,1000,12/24/05,-78122
11/24/14,1000,12/25/05,67286
11/24/14,1000,12/26/05,46994
11/24/14,1000,12/27/05,-70390
11/24/14,1000,12/28/05,96223
11/24/14,1000,12/29/05,-37329
11/24/14,1000,12/30/05,-61589
11/24/14,1001,11/24/04,-75977
11/24/14,1001,11/25/04,55216
11/24/14,1001,11/26/04,-83016
11/24/14,1001,11/27/04,44040
11/24/14,1001,11/28/04,11611
11/24/14,1001,11/29/04,-93113
11/24/14,1001,11/30/04,17859
11/24/14,1001,12/1/04,-82721
11/24/14,1001,12/2/04,68579
11/24/14,1001,12/3/04,67855
11/24/14,1001,12/4/04,-51141
11/24/14,1001,12/5/04,6890
11/24/14,1001,12/6/04,-42240
11/24/14,1001,12/7/04,-36745
11/24/14,1001,12/8/04,51500
11/24/14,1001,12/9/04,-78131
11/24/14,1001,12/10/04,89470
11/24/14,1001,12/11/04,-94967
11/24/14,1001,12/12/04,-35495
11/24/14,1001,12/13/04,-39130
11/24/14,1001,12/14/04,-66876
11/24/14,1001,12/15/04,-5243
11/24/14,1001,12/16/04,-77831
11/24/14,1001,12/17/04,57926
11/24/14,1001,12/18/04,74403
11/24/14,1001,12/19/04,84118
11/24/14,1001,12/20/04,88623
11/24/14,1001,12/21/04,-90549
11/24/14,1001,12/22/04,77532
11/24/14,1001,12/23/04,-90271
11/24/14,1001,12/24/04,14475
11/24/14,1001,12/25/04,24732
11/24/14,1001,12/26/04,33892
11/24/14,1001,12/27/04,62937
11/24/14,1001,12/28/04,62898
11/24/14,1001,12/29/04,-18085
11/24/14,1001,12/30/04,91900
11/24/14,1001,12/31/04,65524
11/24/14,1001,1/1/05,-50620
11/24/14,1001,1/2/05,-46879
11/24/14,1001,1/3/05,71884
11/24/14,1001,1/4/05,-11258
11/24/14,1001,1/5/05,-31235
11/24/14,1001,1/6/05,96974
11/24/14,1001,1/7/05,14857
11/24/14,1001,1/8/05,-62208
11/24/14,1001,1/9/05,-4752
11/24/14,1001,1/10/05,69236
11/24/14,1001,1/11/05,-43678
11/24/14,1001,1/12/05,-49072
11/24/14,1001,1/13/05,-50204
11/24/14,1001,1/14/05,84745
11/24/14,1001,1/15/05,-13302
11/24/14,1001,1/16/05,15206
11/24/14,1001,1/17/05,39095
11/24/14,1001,1/18/05,47220
11/24/14,1001,1/19/05,72663
11/24/14,1001,1/20/05,-78250
11/24/14,1001,1/21/05,-3637
11/24/14,1001,1/22/05,99061
11/24/14,1001,1/23/05,-59629
11/24/14,1001,1/24/05,-70169
11/24/14,1001,1/25/05,-93808
11/24/14,1001,1/26/05,81747
11/24/14,1001,1/27/05,-19570
11/24/14,1001,1/28/05,57290
11/24/14,1001,1/29/05,46839
11/24/14,1001,1/30/05,-69116
11/24/14,1001,1/31/05,10899
11/24/14,1001,2/1/05,42334
11/24/14,1001,2/2/05,-30166
11/24/14,1001,2/3/05,7704
11/24/14,1001,2/4/05,-92757
11/24/14,1001,2/5/05,-35242
11/24/14,1001,2/6/05,-69998
11/24/14,1001,2/7/05,-67378
11/24/14,1001,2/8/05,-26971
11/24/14,1001,2/9/05,29349
11/24/14,1001,2/10/05,32660
11/24/14,1001,2/11/05,74001
11/24/14,1001,2/12/05,-76749
11/24/14,1001,2/13/05,58381
11/24/14,1001,2/14/05,-35913
11/24/14,1001,2/15/05,-44665
11/24/14,1001,2/16/05,8233
11/24/14,1001,2/17/05,-18669
11/24/14,1001,2/18/05,11234
11/24/14,1001,2/19/05,-41406
11/24/14,1001,2/20/05,-42648
11/24/14,1001,2/21/05,49043
11/24/14,1001,2/22/05,19427
11/24/14,1001,2/23/05,22089
11/24/14,1001,2/24/05,-99795
11/24/14,1001,2/25/05,-71992
11/24/14,1001,2/26/05,38757
11/24/14,1001,2/27/05,-32153
11/24/14,1001,2/28/05,81322
11/24/14,1001,3/1/05,-69856
11/24/14,1001,3/2/05,12615
11/24/14,1001,3/3/05,24060
11/24/14,1001,3/4/05,5085
11/24/14,1001,3/5/05,-95527
11/24/14,1001,3/6/05,64471
11/24/14,1001,3/7/05,-84118
11/24/14,1001,3/8/05,-68143
11/24/14,1001,3/9/05,62652
11/24/14,1001,3/10/05,-70300
11/24/14,1001,3/11/05,-79759
11/24/14,1001,3/12/05,-79089
11/24/14,1001,3/13/05,21411
11/24/14,1001,3/14/05,-5969
11/24/14,1001,3/15/05,34012
11/24/14,1001,3/16/05,-95818
11/24/14,1001,3/17/05,58139
11/24/14,1001,3/18/05,-83000
11/24/14,1001,3/19/05,-34193
11/24/14,1001,3/20/05,-45010
11/24/14,1001,3/21/05,-48079
11/24/14,1001,3/22/05,91164
11/24/14,1001,3/23/05,52820
11/24/14,1001,3/24/05,-66727
11/24/14,1001,3/25/05,26921
11/24/14,1001,3/26/05,92189
11/24/14,1001,3/27/05,64474
11/24/14,1001,3/28/05,-3052
11/24/14,1001,3/29/05,69176
11/24/14,1001,3/30/05,56057
11/24/14,1001,3/31/05,27448
11/24/14,1001,4/1/05,2379
11/24/14,1001,4/2/05,60794
11/24/14,1001,4/3/05,56264
11/24/14,1001,4/4/05,96694
11/24/14,1001,4/5/05,56978
11/24/14,1001,4/6/05,-33480
11/24/14,1001,4/7/05,97794
11/24/14,1001,4/8/05,3120
11/24/14,1001,4/9/05,21153
11/24/14,1001,4/10/05,10988
11/24/14,1001,4/11/05,8744
11/24/14,1001,4/12/05,25414
11/24/14,1001,4/13/05,-27015
11/24/14,1001,4/14/05,5699
11/24/14,1001,4/15/05,23707
11/24/14,1001,4/16/05,-38872
11/24/14,1001,4/17/05,-74678
11/24/14,1001,4/18/05,50328
11/24/14,1001,4/19/05,26590
11/24/14,1001,4/20/05,4909
11/24/14,1001,4/21/05,-11145
11/24/14,1001,4/22/05,37020
11/24/14,1001,4/23/05,4879
11/24/14,1001,4/24/05,-94568
11/24/14,1001,4/25/05,-66358
11/24/14,1001,4/26/05,93235
11/24/14,1001,4/27/05,89429
11/24/14,1001,4/28/05,39978
11/24/14,1001,4/29/05,40770
11/24/14,1001,4/30/05,57945
11/24/14,1001,5/1/05,-6574
11/24/14,1001,5/2/05,52045
11/24/14,1001,5/3/05,14706
11/24/14,1001,5/4/05,19339
11/24/14,1001,5/5/05,-42972
11/24/14,1001,5/6/05,72952
11/24/14,1001,5/7/05,47158
11/24/14,1001,5/8/05,85959
11/24/14,1001,5/9/05,-65054
11/24/14,1001,5/10/05,95746
11/24/14,1001,5/11/05,-29384
11/24/14,1001,5/12/05,7994
11/24/14,1001,5/13/05,-28943
11/24/14,1001,5/14/05,70689
11/24/14,1001,5/15/05,60518
11/24/14,1001,5/16/05,74325
11/24/14,1001,5/17/05,-94513
11/24/14,1001,5/18/05,-13971
11/24/14,1001,5/19/05,-6786
11/24/14,1001,5/20/05,-90007
11/24/14,1001,5/21/05,59975
11/24/14,1001,5/22/05,-220
11/24/14,1001,5/23/05,79547
11/24/14,1001,5/24/05,-28252
11/24/14,1001,5/25/05,-22891
11/24/14,1001,5/26/05,-75740
11/24/14,1001,5/27/05,20095
11/24/14,1001,5/28/05,11294
11/24/14,1001,5/29/05,81410
11/24/14,1001,5/30/05,35268
11/24/14,1001,5/31/05,-28835
11/24/14,1001,6/1/05,-78164
11/24/14,1001,6/2/05,-1430
11/24/14,1001,6/3/05,74140
11/24/14,1001,6/4/05,-16530
11/24/14,1001,6/5/05,84055
11/24/14,1001,6/6/05,-64349
11/24/14,1001,6/7/05,-51672
11/24/14,1001,6/8/05,-19291
11/24/14,1001,6/9/05,-18572
11/24/14,1001,6/10/05,94996
11/24/14,1001,6/11/05,-65959
11/24/14,1001,6/12/05,76762
11/24/14,1001,6/13/05,-79527
11/24/14,1001,6/14/05,-80503
11/24/14,1001,6/15/05,-25836
11/24/14,1001,6/16/05,49323
11/24/14,1001,6/17/05,37142
11/24/14,1001,6/18/05,59765
11/24/14,1001,6/19/05,55334
11/24/14,1001,6/20/05,51298
11/24/14,1001,6/21/05,19785
11/24/14,1001,6/22/05,49157
11/24/14,1001,6/23/05,-40245
11/24/14,1001,6/24/05,31752
11/24/14,1001,6/25/05,-50649
11/24/14,1001,6/26/05,88098
11/24/14,1001,6/27/05,74250
11/24/14,1001,6/28/05,-65161
11/24/14,1001,6/29/05,12349
11/24/14,1001,6/30/05,-59481
11/24/14,1001,7/1/05,79015
11/24/14,1001,7/2/05,-33642
11/24/14,1001,7/3/05,10463
11/24/14,1001,7/4/05,57319
11/24/14,1001,7/5/05,-3516
11/24/14,1001,7/6/05,24564
11/24/14,1001,7/7/05,7200
11/24/14,1001,7/8/05,52705
11/24/14,1001,7/9/05,66857
11/24/14,1001,7/10/05,-3583
11/24/14,1001,7/11/05,41196
11/24/14,1001,7/12/05,-62665
11/24/14,1001,7/13/05,-13387
11/24/14,1001,7/14/05,50866
11/24/14,1001,7/15/05,-27978
11/24/14,1001,7/16/05,-18905
11/24/14,1001,7/17/05,-4896
11/24/14,1001,7/18/05,37096
11/24/14,1001,7/19/05,-11872
11/24/14,1001,7/20/05,-50869
11/24/14,1001,7/21/05,-65470
11/24/14,1001,7/22/05,97136
11/24/14,1001,7/23/05,21703
11/24/14,1001,7/24/05,-31883
11/24/14,1001,7/25/05,32072
11/24/14,1001,7/26/05,85807
11/24/14,1001,7/27/05,77571
11/24/14,1001,7/28/05,-689
11/24/14,1001,7/29/05,-14833
11/24/14,1001,7/30/05,-87738
11/24/14,1001,7/31/05,96093
11/24/14,1001,8/1/05,-36825
11/24/14,1001,8/2/05,86059
11/24/14,1001,8/3/05,-79799
11/24/14,1001,8/4/05,59167
11/24/14,1001,8/5/05,-41586
11/24/14,1001,8/6/05,60359
11/24/14,1001,8/7/05,-1433
11/24/14,1001,8/8/05,-65781
11/24/14,1001,8/9/05,82511
11/24/14,1001,8/10/05,13936
11/24/14,1001,8/11/05,-63050
11/24/14,1001,8/12/05,43372
11/24/14,1001,8/13/05,60492
11/24/14,1001,8/14/05,-4067
11/24/14,1001,8/15/05,59850
11/24/14,1001,8/16/05,-7290
11/24/14,1001,8/17/05,18091
11/24/14,1001,8/18/05,-28586
11/24/14,1001,8/19/05,51083
11/24/14,1001,8/20/05,-50714
11/24/14,1001,8/21/05,-7171
11/24/14,1001,8/22/05,68781
11/24/14,1001,8/23/05,-49079
11/24/14,1001,8/24/05,34218
11/24/14,1001,8/25/05,-88170
11/24/14,1001,8/26/05,47042
11/24/14,1001,8/27/05,36684
11/24/14,1001,8/28/05,31517
11/24/14,1001,8/29/05,62820
11/24/14,1001,8/30/05,43354
11/24/14,1001,8/31/05,48680
11/24/14,1001,9/1/05,-42576
11/24/14,1001,9/2/05,994
11/24/14,1001,9/3/05,-58171
11/24/14,1001,9/4/05,6866
11/24/14,1001,9/5/05,44334
11/24/14,1001,9/6/05,-21056
11/24/14,1001,9/7/05,2157
11/24/14,1001,9/8/05,-34962
11/24/14,1001,9/9/05,-36757
11/24/14,1001,9/10/05,66649
11/24/14,1001,9/11/05,-4988
11/24/14,1001,9/12/05,72035
11/24/14,1001,9/13/05,-15833
11/24/14,1001,9/14/05,7150
11/24/14,1001,9/15/05,-92596
11/24/14,1001,9/16/05,79182
11/24/14,1001,9/17/05,13749
11/24/14,1001,9/18/05,23445
11/24/14,1001,9/19/05,30006
11/24/14,1001,9/20/05,88308
11/24/14,1001,9/21/05,-96687
11/24/14,1001,9/22/05,-5544
11/24/14,1001,9/23/05,-36508
11/24/14,1001,9/24/05,33793
11/24/14,1001,9/25/05,15829
11/24/14,1001,9/26/05,-5027
11/24/14,1001,9/27/05,-24072
11/24/14,1001,9/28/05,22294
11/24/14,1001,9/29/05,29287
11/24/14,1001,9/30/05,42065
11/24/14,1001,10/1/05,-96111
11/24/14,1001,10/2/05,76735
11/24/14,1001,10/3/05,-7607
11/24/14,1001,10/4/05,98556
11/24/14,1001,10/5/05,76827
11/24/14,1001,10/6/05,95033
11/24/14,1001,10/7/05,4399
11/24/14,1001,10/8/05,46814
11/24/14,1001,10/9/05,13099
11/24/14,1001,10/10/05,41683
11/24/14,1001,10/11/05,-8188
11/24/14,1001,10/12/05,-33938
11/24/14,1001,10/13/05,-92487
11/24/14,1001,10/14/05,93523
11/24/14,1001,10/15/05,-43161
11/24/14,1001,10/16/05,-65138
11/24/14,1001,10/17/05,-37748
11/24/14,1001,10/18/05,11851
11/24/14,1001,10/19/05,25466
11/24/14,1001,10/20/05,96684
11/24/14,1001,10/21/05,61608
11/24/14,1001,10/22/05,27803
11/24/14,1001,10/23/05,-44217
11/24/14,1001,10/24/05,-54448
11/24/14,1001,10/25/05,-73115
11/24/14,1001,10/26/05,-84908
11/24/14,1001,10/27/05,75202
11/24/14,1001,10/28/05,-53795
11/24/14,1001,10/29/05,-45946
11/24/14,1001,10/30/05,81657
11/24/14,1001,10/31/05,47925
11/24/14,1001,11/1/05,3153
11/24/14,1001,11/2/05,-46165
11/24/14,1001,11/3/05,64677
11/24/14,1001,11/4/05,66604
11/24/14,1001,11/5/05,9649
11/24/14,1001,11/6/05,34232
11/24/14,1001,11/7/05,-7314
11/24/14,1001,11/8/05,25198
11/24/14,1001,11/9/05,-91962
11/24/14,1001,11/10/05,-51124
11/24/14,1001,11/11/05,67680
11/24/14,1001,11/12/05,-91463
11/24/14,1001,11/13/05,-78664
11/24/14,1001,11/14/05,10801
11/24/14,1001,11/15/05,20888
11/24/14,1001,11/16/05,-88635
11/24/14,1001,11/17/05,-59357
11/24/14,1001,11/18/05,-8638
11/24/14,1001,11/19/05,67112
11/24/14,1001,11/20/05,-44517
