2013/03/04,trade1,2015/01/20,579624
2013/03/05,trade1,2015/01/20,816417
2013/03/06,trade1,2015/01/20,999004
2013/03/07,trade1,2015/01/20,571160
2013/03/08,trade1,2015/01/20,315401
2013/03/09,trade1,2015/01/20,263171
2013/03/10,trade1,2015/01/20,255450
2013/03/11,trade1,2015/01/20,393395
2013/03/12,trade1,2015/01/20,971019
2013/03/13,trade1,2015/01/20,569235
2013/03/14,trade1,2015/01/20,495033
2013/03/15,trade1,2015/01/20,429667
2013/03/16,trade1,2015/01/20,754277
2013/03/17,trade1,2015/01/20,519897
2013/03/18,trade1,2015/01/20,491396
2013/03/19,trade1,2015/01/20,639738
2013/03/20,trade1,2015/01/20,129894
2013/03/21,trade1,2015/01/20,264805
2013/03/22,trade1,2015/01/20,484350
2013/03/23,trade1,2015/01/20,830845
2013/03/24,trade1,2015/01/20,664005
2013/03/25,trade1,2015/01/20,159369
2013/03/26,trade1,2015/01/20,288785
2013/03/27,trade1,2015/01/20,327116
2013/03/28,trade1,2015/01/20,144309
2013/03/29,trade1,2015/01/20,648226
2013/03/30,trade1,2015/01/20,561949
2013/03/31,trade1,2015/01/20,585721
2013/04/01,trade1,2015/01/20,925472
2013/04/02,trade1,2015/01/20,419243
2013/04/03,trade1,2015/01/20,463751
2013/04/04,trade1,2015/01/20,147195
2013/04/05,trade1,2015/01/20,857321
2013/04/06,trade1,2015/01/20,415989
2013/04/07,trade1,2015/01/20,258034
2013/04/08,trade1,2015/01/20,650346
2013/04/09,trade1,2015/01/20,324360
2013/04/10,trade1,2015/01/20,151293
2013/04/11,trade1,2015/01/20,524819
2013/04/12,trade1,2015/01/20,216783
2013/04/13,trade1,2015/01/20,305660
2013/04/14,trade1,2015/01/20,339710
2013/04/15,trade1,2015/01/20,260905
2013/04/16,trade1,2015/01/20,831658
2013/04/17,trade1,2015/01/20,904433
2013/04/18,trade1,2015/01/20,191151
2013/04/19,trade1,2015/01/20,477419
2013/04/20,trade1,2015/01/20,805993
2013/04/21,trade1,2015/01/20,784816
2013/04/22,trade1,2015/01/20,289147
2013/04/23,trade1,2015/01/20,894326
2013/04/24,trade1,2015/01/20,989421
2013/04/25,trade1,2015/01/20,473885
2013/04/26,trade1,2015/01/20,669539
2013/04/27,trade1,2015/01/20,492464
2013/04/28,trade1,2015/01/20,793921
2013/04/29,trade1,2015/01/20,624831
2013/04/30,trade1,2015/01/20,925548
2013/05/01,trade1,2015/01/20,873390
2013/05/02,trade1,2015/01/20,805825
2013/05/03,trade1,2015/01/20,240201
2013/05/04,trade1,2015/01/20,667714
2013/05/05,trade1,2015/01/20,640790
2013/05/06,trade1,2015/01/20,959988
2013/05/07,trade1,2015/01/20,362214
2013/05/08,trade1,2015/01/20,153528
2013/05/09,trade1,2015/01/20,435280
2013/05/10,trade1,2015/01/20,631415
2013/05/11,trade1,2015/01/20,930621
2013/05/12,trade1,2015/01/20,639654
2013/05/13,trade1,2015/01/20,264912
2013/05/14,trade1,2015/01/20,335976
2013/05/15,trade1,2015/01/20,677718
2013/05/16,trade1,2015/01/20,230781
2013/05/17,trade1,2015/01/20,535096
2013/05/18,trade1,2015/01/20,522160
2013/05/19,trade1,2015/01/20,369730
2013/05/20,trade1,2015/01/20,454409
2013/05/21,trade1,2015/01/20,138396
2013/05/22,trade1,2015/01/20,555989
2013/05/23,trade1,2015/01/20,474130
2013/05/24,trade1,2015/01/20,607032
2013/05/25,trade1,2015/01/20,148408
2013/05/26,trade1,2015/01/20,595681
2013/05/27,trade1,2015/01/20,311850
2013/05/28,trade1,2015/01/20,838410
2013/05/29,trade2,2015/01/20,611944
2013/05/30,trade2,2015/01/20,434343
2013/05/31,trade2,2015/01/20,620116
2013/06/01,trade2,2015/01/20,135899
2013/06/02,trade2,2015/01/20,701464
2013/06/03,trade2,2015/01/20,744224
2013/06/04,trade2,2015/01/20,177769
2013/06/05,trade2,2015/01/20,214714
2013/06/06,trade2,2015/01/20,504223
2013/06/07,trade2,2015/01/20,906778
2013/06/08,trade2,2015/01/20,661164
2013/06/09,trade2,2015/01/20,824468
2013/06/10,trade2,2015/01/20,627349
2013/06/11,trade2,2015/01/20,657363
2013/06/12,trade2,2015/01/20,838800
2013/06/13,trade2,2015/01/20,303235
2013/06/14,trade2,2015/01/20,172907
2013/06/15,trade2,2015/01/20,566150
2013/06/16,trade2,2015/01/20,238949
2013/06/17,trade2,2015/01/20,240327
2013/06/18,trade2,2015/01/20,943363
2013/06/19,trade2,2015/01/20,529507
2013/06/20,trade2,2015/01/20,770852
2013/06/21,trade2,2015/01/20,269597
2013/06/22,trade2,2015/01/20,915970
2013/06/23,trade2,2015/01/20,248097
2013/06/24,trade2,2015/01/20,793791
2013/06/25,trade2,2015/01/20,242213
2013/06/26,trade2,2015/01/20,296200
2013/06/27,trade2,2015/01/20,594989
2013/06/28,trade2,2015/01/20,699275
2013/06/29,trade2,2015/01/20,993086
2013/06/30,trade2,2015/01/20,697415
2013/07/01,trade2,2015/01/20,448717
2013/07/02,trade2,2015/01/20,998046
2013/07/03,trade2,2015/01/20,415796
2013/07/04,trade2,2015/01/20,326419
2013/07/05,trade2,2015/01/20,770280
2013/07/06,trade2,2015/01/20,125269
2013/07/07,trade2,2015/01/20,426286
2013/07/08,trade2,2015/01/20,177459
2013/07/09,trade2,2015/01/20,969492
2013/07/10,trade2,2015/01/20,481055
2013/07/11,trade2,2015/01/20,153727
2013/07/12,trade2,2015/01/20,418059
2013/07/13,trade2,2015/01/20,560990
2013/07/14,trade2,2015/01/20,521836
2013/07/15,trade2,2015/01/20,404366
2013/07/16,trade2,2015/01/20,151174
2013/07/17,trade2,2015/01/20,507306
2013/07/18,trade2,2015/01/20,143527
2013/07/19,trade2,2015/01/20,805149
2013/07/20,trade2,2015/01/20,407957
2013/07/21,trade2,2015/01/20,801684
2013/07/22,trade2,2015/01/20,581223
2013/07/23,trade2,2015/01/20,435659
2013/07/24,trade2,2015/01/20,581120
2013/07/25,trade2,2015/01/20,854420
2013/07/26,trade2,2015/01/20,136915
2013/07/27,trade2,2015/01/20,753711
2013/07/28,trade2,2015/01/20,936347
2013/07/29,trade2,2015/01/20,202251
2013/07/30,trade2,2015/01/20,363464
2013/07/31,trade2,2015/01/20,523999
2013/08/01,trade2,2015/01/20,224114
2013/08/02,trade2,2015/01/20,439688
2013/08/03,trade2,2015/01/20,937351
2013/08/04,trade2,2015/01/20,556530
2013/08/05,trade2,2015/01/20,891813
2013/08/06,trade2,2015/01/20,545445
2013/08/07,trade2,2015/01/20,809157
2013/08/08,trade2,2015/01/20,813764
2013/08/09,trade2,2015/01/20,373907
2013/08/10,trade2,2015/01/20,506349
2013/08/11,trade2,2015/01/20,164217
2013/08/12,trade2,2015/01/20,577797
2013/08/13,trade2,2015/01/20,285367
2013/08/14,trade2,2015/01/20,889579
2013/08/15,trade2,2015/01/20,342011
2013/08/16,trade2,2015/01/20,979366
2013/08/17,trade2,2015/01/20,962232
2013/08/18,trade2,2015/01/20,739849
2013/08/19,trade2,2015/01/20,274476
2013/08/20,trade2,2015/01/20,884252
2013/08/21,trade2,2015/01/20,967895
2013/08/22,trade2,2015/01/20,632842
2013/08/23,trade2,2015/01/20,312911
2013/08/24,trade2,2015/01/20,566532
2013/08/25,trade2,2015/01/20,468208
2013/08/26,trade2,2015/01/20,652459
2013/08/27,trade2,2015/01/20,839488
2013/08/28,trade2,2015/01/20,468542
2013/08/29,trade2,2015/01/20,767291
2013/08/30,trade2,2015/01/20,829597
2013/08/31,trade2,2015/01/20,690078
2013/09/01,trade2,2015/01/20,799178
2013/09/02,trade2,2015/01/20,907365
2013/09/03,trade2,2015/01/20,985549
2013/09/04,trade2,2015/01/20,131026
2013/09/05,trade2,2015/01/20,868247
2013/09/06,trade2,2015/01/20,865168
2013/09/07,trade2,2015/01/20,633777
2013/09/08,trade2,2015/01/20,762156
2013/09/09,trade2,2015/01/20,547058
2013/09/10,trade2,2015/01/20,355234
2013/09/11,trade2,2015/01/20,978660
2013/09/12,trade2,2015/01/20,868893
2013/09/13,trade2,2015/01/20,843189
2013/09/14,trade2,2015/01/20,912508
2013/09/15,trade2,2015/01/20,326068
2013/09/16,trade2,2015/01/20,114976
2013/09/17,trade2,2015/01/20,522988
2013/09/18,trade2,2015/01/20,934650
2013/09/19,trade2,2015/01/20,572375
2013/09/20,trade2,2015/01/20,175087
2013/09/21,trade2,2015/01/20,301456
2013/09/22,trade2,2015/01/20,330960
2013/09/23,trade2,2015/01/20,337549
2013/09/24,trade2,2015/01/20,148386
2013/09/25,trade2,2015/01/20,514534
2013/09/26,trade2,2015/01/20,170394
2013/09/27,trade2,2015/01/20,693969
2013/09/28,trade2,2015/01/20,323842
2013/09/29,trade2,2015/01/20,295511
2013/09/30,trade2,2015/01/20,884047
2013/10/01,trade2,2015/01/20,407535
2013/10/02,trade2,2015/01/20,617318
2013/10/03,trade2,2015/01/20,941493
2013/10/04,trade2,2015/01/20,312917
2013/10/05,trade2,2015/01/20,790449
2013/10/06,trade2,2015/01/20,379859
2013/10/07,trade2,2015/01/20,315389
2013/10/08,trade2,2015/01/20,686274
2013/10/09,trade2,2015/01/20,297571
2013/10/10,trade2,2015/01/20,688648
2013/10/11,trade2,2015/01/20,632936
2013/10/12,trade2,2015/01/20,298185
2013/10/13,trade2,2015/01/20,801498
2013/10/14,trade2,2015/01/20,918767
2013/10/15,trade2,2015/01/20,996083
2013/10/16,trade2,2015/01/20,789600
2013/10/17,trade2,2015/01/20,557899
2013/10/18,trade2,2015/01/20,257189
2013/10/19,trade2,2015/01/20,655678
2013/10/20,trade2,2015/01/20,662107
2013/10/21,trade2,2015/01/20,984131
2013/10/22,trade2,2015/01/20,800794
2013/10/23,trade2,2015/01/20,154298
2013/10/24,trade2,2015/01/20,261740
2013/10/25,trade2,2015/01/20,609053
2013/10/26,trade2,2015/01/20,358065
2013/10/27,trade2,2015/01/20,318903
2013/10/28,trade2,2015/01/20,280776
2013/10/29,trade2,2015/01/20,261655
2013/10/30,trade2,2015/01/20,642616
2013/10/31,trade2,2015/01/20,837328
2013/11/01,trade2,2015/01/20,587619
2013/11/02,trade2,2015/01/20,515908
2013/11/03,trade2,2015/01/20,564541
2013/11/04,trade2,2015/01/20,293174
2013/11/05,trade2,2015/01/20,503652
2013/11/06,trade2,2015/01/20,826145
2013/11/07,trade2,2015/01/20,793272
2013/11/08,trade2,2015/01/20,984866
2013/11/09,trade2,2015/01/20,167036
2013/11/10,trade2,2015/01/20,650826
2013/11/11,trade2,2015/01/20,128124
2013/11/12,trade2,2015/01/20,299802
2013/11/13,trade2,2015/01/20,783515
2013/11/14,trade2,2015/01/20,567100
2013/11/15,trade2,2015/01/20,558980
2013/11/16,trade2,2015/01/20,520163
2013/11/17,trade2,2015/01/20,227664
2013/11/18,trade2,2015/01/20,647382
2013/11/19,trade2,2015/01/20,887645
2013/11/20,trade2,2015/01/20,536848
2013/11/21,trade2,2015/01/20,521935
2013/11/22,trade2,2015/01/20,530711
2013/11/23,trade2,2015/01/20,566427
2013/11/24,trade2,2015/01/20,783514
2013/11/25,trade2,2015/01/20,233598
2013/11/26,trade2,2015/01/20,477903
2013/11/27,trade2,2015/01/20,541993
2013/11/28,trade2,2015/01/20,312129
2013/11/29,trade2,2015/01/20,423987
2013/11/30,trade2,2015/01/20,325128
2013/12/01,trade2,2015/01/20,160267
2013/12/02,trade2,2015/01/20,923832
2013/12/03,trade2,2015/01/20,117506
2013/12/04,trade2,2015/01/20,920658
2013/12/05,trade2,2015/01/20,113184
2013/12/06,trade2,2015/01/20,519131
2013/12/07,trade2,2015/01/20,709624
2013/12/08,trade2,2015/01/20,322183
2013/12/09,trade2,2015/01/20,897568
2013/12/10,trade2,2015/01/20,150834
2013/12/11,trade2,2015/01/20,910594
2013/12/12,trade2,2015/01/20,736270
2013/12/13,trade2,2015/01/20,518178
2013/12/14,trade2,2015/01/20,908366
2013/12/15,trade2,2015/01/20,837557
2013/12/16,trade2,2015/01/20,386120
2013/12/17,trade2,2015/01/20,184606
2013/12/18,trade2,2015/01/20,479179
2013/12/19,trade2,2015/01/20,765288
2013/12/20,trade2,2015/01/20,768555
2013/12/21,trade2,2015/01/20,548278
2013/12/22,trade2,2015/01/20,950059
2013/12/23,trade2,2015/01/20,479160
2013/12/24,trade2,2015/01/20,348891
2013/12/25,trade2,2015/01/20,485659
2013/12/26,trade2,2015/01/20,769604
2013/12/27,trade2,2015/01/20,956690
2013/12/28,trade2,2015/01/20,354435
2013/12/29,trade2,2015/01/20,893313
2013/12/30,trade2,2015/01/20,317844
2013/12/31,trade2,2015/01/20,969310
2014/01/01,trade2,2015/01/20,445495
2014/01/02,trade2,2015/01/20,234270
2014/01/03,trade2,2015/01/20,914348
2014/01/04,trade2,2015/01/20,473189
2014/01/05,trade2,2015/01/20,812554
2014/01/06,trade2,2015/01/20,247986
2014/01/07,trade2,2015/01/20,256376
2014/01/08,trade2,2015/01/20,216391
2014/01/09,trade2,2015/01/20,578097
2014/01/10,trade2,2015/01/20,624771
2014/01/11,trade2,2015/01/20,507962
2014/01/12,trade2,2015/01/20,983615
2014/01/13,trade2,2015/01/20,331743
2014/01/14,trade2,2015/01/20,873486
2014/01/15,trade2,2015/01/20,473972
2014/01/16,trade2,2015/01/20,188977
2014/01/17,trade2,2015/01/20,717620
2014/01/18,trade2,2015/01/20,273006
2014/01/19,trade2,2015/01/20,286778
2014/01/20,trade2,2015/01/20,884122
2014/01/21,trade2,2015/01/20,872624
2014/01/22,trade2,2015/01/20,793209
2014/01/23,trade2,2015/01/20,669036
2014/01/24,trade2,2015/01/20,560533
2014/01/25,trade2,2015/01/20,213135
2014/01/26,trade2,2015/01/20,749131
2014/01/27,trade2,2015/01/20,325477
2014/01/28,trade2,2015/01/20,717218
2014/01/29,trade2,2015/01/20,617147
2014/01/30,trade2,2015/01/20,541406
2014/01/31,trade2,2015/01/20,359317
2014/02/01,trade2,2015/01/20,108692
2014/02/02,trade2,2015/01/20,734736
2014/02/03,trade3,2015/01/20,325607
2014/02/04,trade3,2015/01/20,353226
2014/02/05,trade3,2015/01/20,587845
2014/02/06,trade3,2015/01/20,215329
2014/02/07,trade3,2015/01/20,138645
2014/02/08,trade3,2015/01/20,456658
2014/02/09,trade3,2015/01/20,219632
2014/02/10,trade3,2015/01/20,511605
2014/02/11,trade3,2015/01/20,105638
2014/02/12,trade3,2015/01/20,183743
2014/02/13,trade3,2015/01/20,837154
2014/02/14,trade3,2015/01/20,729168
2014/02/15,trade3,2015/01/20,664852
2014/02/16,trade3,2015/01/20,985797
2014/02/17,trade3,2015/01/20,953094
2014/02/18,trade3,2015/01/20,394806
2014/02/19,trade3,2015/01/20,129269
2014/02/20,trade3,2015/01/20,900159
2014/02/21,trade3,2015/01/20,875964
2014/02/22,trade3,2015/01/20,175928
2014/02/23,trade3,2015/01/20,108373
2014/02/24,trade3,2015/01/20,426079
2014/02/25,trade3,2015/01/20,378239
2014/02/26,trade3,2015/01/20,654500
2014/02/27,trade3,2015/01/20,251829
2014/02/28,trade3,2015/01/20,515920
2014/03/01,trade3,2015/01/20,255348
2014/03/02,trade3,2015/01/20,541376
2014/03/03,trade3,2015/01/20,176159
2014/03/04,trade3,2015/01/20,937351
2014/03/05,trade3,2015/01/20,715011
2014/03/06,trade3,2015/01/20,682283
2014/03/07,trade3,2015/01/20,308603
2014/03/08,trade3,2015/01/20,182015
2014/03/09,trade3,2015/01/20,358905
2014/03/10,trade3,2015/01/20,306921
2014/03/11,trade3,2015/01/20,279238
2014/03/12,trade3,2015/01/20,306284
2014/03/13,trade3,2015/01/20,122841
2014/03/14,trade3,2015/01/20,313773
2014/03/15,trade3,2015/01/20,710328
2014/03/16,trade3,2015/01/20,106748
2014/03/17,trade3,2015/01/20,664579
2014/03/18,trade3,2015/01/20,268075
2014/03/19,trade3,2015/01/20,275387
2014/03/20,trade3,2015/01/20,723771
2014/03/21,trade3,2015/01/20,585722
2014/03/22,trade3,2015/01/20,989123
2014/03/23,trade3,2015/01/20,247150
2014/03/24,trade3,2015/01/20,434126
2014/03/25,trade3,2015/01/20,849353
2014/03/26,trade3,2015/01/20,931720
2014/03/27,trade3,2015/01/20,117937
2014/03/28,trade3,2015/01/20,985027
2014/03/29,trade3,2015/01/20,128496
2014/03/30,trade3,2015/01/20,781199
2014/03/31,trade3,2015/01/20,156815
2014/04/01,trade3,2015/01/20,660129
2014/04/02,trade3,2015/01/20,315537
2014/04/03,trade3,2015/01/20,916680
2014/04/04,trade3,2015/01/20,306153
2014/04/05,trade3,2015/01/20,673595
2014/04/06,trade3,2015/01/20,268958
2014/04/07,trade3,2015/01/20,240088
2014/04/08,trade3,2015/01/20,404237
2014/04/09,trade3,2015/01/20,531868
2014/04/10,trade3,2015/01/20,670362
2014/04/11,trade3,2015/01/20,968450
2014/04/12,trade3,2015/01/20,778172
2014/04/13,trade3,2015/01/20,193453
2014/04/14,trade3,2015/01/20,299982
2014/04/15,trade3,2015/01/20,728392
2014/04/16,trade3,2015/01/20,497656
2014/04/17,trade3,2015/01/20,205595
2014/04/18,trade3,2015/01/20,481745
2014/04/19,trade3,2015/01/20,880983
2014/04/20,trade3,2015/01/20,552220
2014/04/21,trade3,2015/01/20,217182
2014/04/22,trade3,2015/01/20,515516
2014/04/23,trade3,2015/01/20,139780
2014/04/24,trade3,2015/01/20,693837
2014/04/25,trade3,2015/01/20,983708
2014/04/26,trade3,2015/01/20,533205
2014/04/27,trade3,2015/01/20,432271
2014/04/28,trade3,2015/01/20,968739
2014/04/29,trade3,2015/01/20,188470
2014/04/30,trade3,2015/01/20,121015
2014/05/01,trade3,2015/01/20,747997
2014/05/02,trade3,2015/01/20,367022
2014/05/03,trade3,2015/01/20,483735
2014/05/04,trade3,2015/01/20,448823
2014/05/05,trade3,2015/01/20,217465
2014/05/06,trade3,2015/01/20,457287
2014/05/07,trade3,2015/01/20,970667
2014/05/08,trade3,2015/01/20,802923
2014/05/09,trade3,2015/01/20,304086
2014/05/10,trade3,2015/01/20,730940
2014/05/11,trade3,2015/01/20,119370
2014/05/12,trade3,2015/01/20,529508
2014/05/13,trade3,2015/01/20,277086
2014/05/14,trade3,2015/01/20,196885
2014/05/15,trade3,2015/01/20,981376
2014/05/16,trade3,2015/01/20,782919
2014/05/17,trade3,2015/01/20,294901
2014/05/18,trade3,2015/01/20,335228
2014/05/19,trade3,2015/01/20,988835
2014/05/20,trade3,2015/01/20,568261
2014/05/21,trade3,2015/01/20,379318
2014/05/22,trade3,2015/01/20,825248
2014/05/23,trade3,2015/01/20,478452
2014/05/24,trade3,2015/01/20,522806
2014/05/25,trade3,2015/01/20,895359
2014/05/26,trade3,2015/01/20,979449
2014/05/27,trade3,2015/01/20,501689
2014/05/28,trade3,2015/01/20,771684
2014/05/29,trade3,2015/01/20,771944
2014/05/30,trade3,2015/01/20,847364
2014/05/31,trade3,2015/01/20,245456
2014/06/01,trade3,2015/01/20,603175
2014/06/02,trade3,2015/01/20,391153
2014/06/03,trade3,2015/01/20,147124
2014/06/04,trade3,2015/01/20,546281
2014/06/05,trade3,2015/01/20,573181
2014/06/06,trade3,2015/01/20,633936
2014/06/07,trade3,2015/01/20,755890
2014/06/08,trade3,2015/01/20,257455
2014/06/09,trade3,2015/01/20,273146
2014/06/10,trade3,2015/01/20,396101
2014/06/11,trade3,2015/01/20,590996
2014/06/12,trade3,2015/01/20,930683
2014/06/13,trade3,2015/01/20,606280
2014/06/14,trade3,2015/01/20,843875
2014/06/15,trade3,2015/01/20,322497
2014/06/16,trade3,2015/01/20,791739
2014/06/17,trade3,2015/01/20,504502
2014/06/18,trade3,2015/01/20,508178
2014/06/19,trade3,2015/01/20,313211
2014/06/20,trade3,2015/01/20,307573
2014/06/21,trade3,2015/01/20,979354
2014/06/22,trade3,2015/01/20,672463
2014/06/23,trade3,2015/01/20,952267
2014/06/24,trade3,2015/01/20,133926
2014/06/25,trade3,2015/01/20,578045
2014/06/26,trade3,2015/01/20,780690
2014/06/27,trade3,2015/01/20,572575
2014/06/28,trade3,2015/01/20,250586
2014/06/29,trade3,2015/01/20,970712
2014/06/30,trade3,2015/01/20,840024
2014/07/01,trade3,2015/01/20,533276
2014/07/02,trade3,2015/01/20,443311
2014/07/03,trade3,2015/01/20,702505
2014/07/04,trade3,2015/01/20,662599
2014/07/05,trade3,2015/01/20,643048
2014/07/06,trade3,2015/01/20,429045
2014/07/07,trade3,2015/01/20,700587
2014/07/08,trade3,2015/01/20,790204
2014/07/09,trade3,2015/01/20,799463
2014/07/10,trade3,2015/01/20,242416
2014/07/11,trade3,2015/01/20,202993
2014/07/12,trade3,2015/01/20,718862
2014/07/13,trade3,2015/01/20,335437
2014/07/14,trade3,2015/01/20,995369
2014/07/15,trade3,2015/01/20,613872
2014/07/16,trade3,2015/01/20,787014
2014/07/17,trade3,2015/01/20,114163
2014/07/18,trade3,2015/01/20,757578
